"item_code","item","master_nr","serial_nr","manufacture_code","qty","soft_id","mac_first","mac_last","mac_count","imei","user","password","ssid2","ssid5"
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHE3LJDXXA","HIHI5SV2K5X","314","1","HO5L-HOTI","68:61:68:61:3B:7B","68:61:68:61:3B:81","7","","admin","XXK5EDCFDO","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEUNDMTMO","HIHIZXKBMZ3","314","1","HOB7-HOHC","68:61:68:61:38:1A","68:61:68:61:38:20","7","","admin","JBE6ETQKSI","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEKBZRWLB","HIHIWWWLPZ4","314","1","HOKV-HONF","68:61:68:61:17:B5","68:61:68:61:17:BB","7","","admin","QEQGETCOE4","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHESC74YXD","HIHI52PSYKP","314","1","HONG-HOPW","68:61:68:61:03:1F","68:61:68:61:03:25","7","","admin","TBCNEZSOCE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEZIRE2HS","HIHIGF2FY4F","314","1","HOXQ-HOO4","68:61:68:61:38:13","68:61:68:61:38:19","7","","admin","SEA5E3COBO","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEXYASLAW","HIHIPHZXPJJ","314","1","HOVA-HOQD","68:61:68:61:07:E0","68:61:68:61:07:E6","7","","admin","SECRMQGED3","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEUL42L4X","HIHI4QPRKNN","314","1","HONL-HO2U","68:61:68:61:02:E5","68:61:68:61:02:EB","7","","admin","3ECSNYXODC","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEYPNGUWY","HIHIHH5JRU6","314","1","HOLC-HODN","68:61:68:61:FE:A5","68:61:68:61:FE:AB","7","","admin","SAT3VTOIDE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEUJFLGZH","HIHI2EQDQUO","314","1","HOHB-HOKQ","68:61:68:61:23:8F","68:61:68:61:23:95","7","","admin","SQCRGG33NO","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEFCDW2OZ","HIHIZBA4ERZ","314","1","HOB5-HOVB","68:61:68:61:FE:40","68:61:68:61:FE:46","7","","admin","SBQWE4C6JA","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEZMBPWKL","HIHIMSFU63G","314","1","HO7G-HOIJ","68:61:68:61:01:58","68:61:68:61:01:5E","7","","admin","SENFZSA3DD","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEANQWC2U","HIHIMC24FDP","314","1","HONS-HOBO","68:61:68:61:08:41","68:61:68:61:08:47","7","","admin","SECRETCPDM","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHETFNBEPJ","HIHI46H7KYY","314","1","HOLD-HOH6","68:61:68:61:E7:71","68:61:68:61:E7:77","7","","admin","SNQREXIZDL","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHESGEYVE3","HIHIJYLP6ED","314","1","HOHH-HOUN","68:61:68:61:09:66","68:61:68:61:09:6C","7","","admin","EECRETCEDB","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEPBJC7A3","HIHINQJ4UDS","314","1","HOD3-HOLT","68:61:68:61:01:13","68:61:68:61:01:19","7","","admin","SEURWT4ICE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEWPM2DQR","HIHI4Z3EN5C","314","1","HOBW-HOWQ","68:61:68:61:09:04","68:61:68:61:09:0A","7","","admin","SESRNTCFTW","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEXEU4HLF","HIHISBWDOUD","314","1","HODR-HOY2","68:61:68:61:FD:B6","68:61:68:61:FD:BC","7","","admin","CECRLBAOOR","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEPYFUG4I","HIHIH7EJGV5","314","1","HOE5-HOJP","68:61:68:61:05:00","68:61:68:61:05:06","7","","admin","SUGKEICDDE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEWMVG3UL","HIHIZILUUFT","314","1","HO52-HOB4","68:61:68:61:38:3A","68:61:68:61:38:40","7","","admin","SEDMFTCYDG","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHES7FHJO5","HIHIADERE65","314","1","HOXS-HOIA","68:61:68:61:E7:40","68:61:68:61:E7:46","7","","admin","SSCRE5DODB","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEOFXVP7D","HIHIZFGIULC","314","1","HO2V-HORK","68:61:68:61:3A:99","68:61:68:61:3A:9F","7","","admin","SNQRQTGG2E","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHELARZAFS","HIHIFLIBTNZ","314","1","HO5W-HOKY","68:61:68:61:18:F0","68:61:68:61:18:F6","7","","admin","SLCUEPEQGE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEQZKASAP","HIHIHXV67RA","314","1","HOLX-HOG4","68:61:68:61:04:27","68:61:68:61:04:2D","7","","admin","S6ZRRTAJRE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEW3LBFM6","HIHIIFYXUNB","314","1","HOLC-HOQP","68:61:68:61:02:F7","68:61:68:61:02:FD","7","","admin","SECREQCXI5","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEEDCIRQY","HIHIUON2JLY","314","1","HOV7-HOBX","68:61:68:61:E8:74","68:61:68:61:E8:7A","7","","admin","SECRETCTJE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEXK7XPFY","HIHIVJDWB5R","314","1","HOFF-HO3U","68:61:68:61:07:98","68:61:68:61:07:9E","7","","admin","SMCEQGCCD3","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEO2MPD2Z","HIHI6MUCGS7","314","1","HOGA-HOJL","68:61:68:61:FE:B7","68:61:68:61:FE:BD","7","","admin","TECEEECOBE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEM4KUVH4","HIHIEDCMDTS","314","1","HOZT-HOSA","68:61:68:61:09:37","68:61:68:61:09:3D","7","","admin","UEGC4ZAODN","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEU7M33PG","HIHIV3AGBW4","314","1","HO6B-HOUP","68:61:68:61:6B:7A","68:61:68:61:6B:80","7","","admin","VEXXETCOEZ","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHERSE4IGJ","HIHIWYJYI5I","314","1","HONG-HOLM","68:61:68:61:FF:EA","68:61:68:61:FF:F0","7","","admin","SJCAORCUDG","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEOV63R6J","HIHI6KYCDTW","314","1","HOSY-HOXG","68:61:68:61:02:51","68:61:68:61:02:57","7","","admin","CE3RRTCAGE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEX6ZTO7O","HIHIQRTSQZM","314","1","HOYD-HO7Z","68:61:68:61:E8:EB","68:61:68:61:E8:F1","7","","admin","SI4REDCODE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEZFJRYAB","HIHI5CMSRQC","314","1","HOOM-HO3K","68:61:68:61:05:12","68:61:68:61:05:18","7","","admin","SECAETCIDE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEIETHLAJ","HIHIOI2YPMS","314","1","HO6X-HO4J","68:61:68:61:1A:49","68:61:68:61:1A:4F","7","","admin","SDFRNVCYGE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEI2H6SO4","HIHITV2CAPY","314","1","HOTL-HORL","68:61:68:61:FC:5E","68:61:68:61:FC:64","7","","admin","YE33ZMCVDE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEIPQ57MB","HIHIQRRIOHV","314","1","HOVE-HOMK","68:61:68:61:01:87","68:61:68:61:01:8D","7","","admin","SSCRXTCGLE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEOST7TVI","HIHIGHNKVDB","314","1","HOJA-HOES","68:61:68:61:04:6F","68:61:68:61:04:75","7","","admin","SECRETROAE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEGX6YIMD","HIHIZW5DJCD","314","1","HONU-HO4L","68:61:68:61:37:CB","68:61:68:61:37:D1","7","","admin","SJVRETSODX","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHETTRAJXT","HIHIGAHF5NO","314","1","HOSD-HOBF","68:61:68:61:37:C3","68:61:68:61:37:C9","7","","admin","EYC3IEBODE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHE3U5X5IT","HIHIAMKEQCM","314","1","HO4A-HO2K","68:61:68:61:04:D1","68:61:68:61:04:D7","7","","admin","SECRETCRDW","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEICJYEL6","HIHIKEXUOA3","314","1","HOD7-HOBE","68:61:68:61:3A:6F","68:61:68:61:3A:75","7","","admin","6ZCRDTFOHE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHE7S7Y3BV","HIHIKOPEQIQ","314","1","HOAC-HOWP","68:61:68:61:1A:71","68:61:68:61:1A:77","7","","admin","IQCFETCOOE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEHC7N63O","HIHIOMLAG5N","314","1","HOVK-HOTM","68:61:68:61:08:5A","68:61:68:61:08:60","7","","admin","SECRRKCODM","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEP2EXGHD","HIHIJBUNNER","314","1","HOKW-HOHF","68:61:68:61:07:37","68:61:68:61:07:3D","7","","admin","SICRETCONE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEBWQ33K5","HIHIF2AGNCC","314","1","HOXE-HOAS","68:61:68:61:3A:92","68:61:68:61:3A:98","7","","admin","SECHETUO2R","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHELADVCET","HIHIYT3KA76","314","1","HOQN-HOKY","68:61:68:61:E8:90","68:61:68:61:E8:96","7","","admin","SECREKCOUJ","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEDHKGRNS","HIHIK3EU7N5","314","1","HOFI-HOOF","68:61:68:61:07:74","68:61:68:61:07:7A","7","","admin","5HCRFTCGQE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHE6255TNC","HIHIZP6733J","314","1","HOUZ-HO4R","68:61:68:61:38:53","68:61:68:61:38:59","7","","admin","KECREPJONE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEXEKEDOF","HIHIRSPCZRT","314","1","HOID-HOPI","68:61:68:61:3C:48","68:61:68:61:3C:4E","7","","admin","SHCREE6VCE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEYJDYKEQ","HIHIQLFDWOQ","314","1","HOVU-HOZJ","68:61:68:61:08:28","68:61:68:61:08:2E","7","","admin","SSCRETCODI","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEK6DQLLP","HIHIFSQ6CKV","314","1","HODG-HOXQ","68:61:68:61:20:48","68:61:68:61:20:4E","7","","admin","SEVRAUYODT","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEOLX3HAY","HIHIJIDW6S7","314","1","HO5Y-HODS","68:61:68:61:24:31","68:61:68:61:24:37","7","","admin","SCCRETZBIE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEHG6HJ6W","HIHIDFE2HV2","314","1","HOX6-HO3B","68:61:68:61:22:57","68:61:68:61:22:5D","7","","admin","SFCAETCODE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHECOIXG6M","HIHI77XP4GN","314","1","HOVW-HOLW","68:61:68:61:23:60","68:61:68:61:23:66","7","","admin","SECRETCODE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHEF4TE7H4","HIHI5SVWZ63","314","1","HOQD-HOWP","68:61:68:61:F9:6A","68:61:68:61:F9:70","7","","admin","SECRETCODE","",""
"C52iG-5HaxD2HaxD-TC-US","C52iG-5HaxD2HaxD-TC-US hAP ax²","HEHE5F5K6I5","HIHIURCCNBS","314","1","HOHM-HOCT","68:61:68:61:6A:88","68:61:68:61:6A:8E","7","","admin","SECRETCODE","",""
